year,location,percent_obese
2019,Indiana,37.5
2015,Montana,23.7
2014,Hawaii,23.9
2019,Wyoming,32.5
2019,Pennsylvania,33.2
2019,Pennsylvania,29.4
2019,Oklahoma,37.6
2019,Pennsylvania,35.9
2019,Georgia,37.8
2015,New Jersey,10.7
2011,Rhode Island,24.9
2019,North Dakota,34.8
2019,Connecticut,44.0
2011,Washington,28.7
2019,District of Columbia,16.7
2019,Nebraska,36.6
2019,Delaware,33.3
2019,Texas,34.7
2013,Kansas,30.6
2019,Arkansas,37.4
2019,Wisconsin,35.5
2011,Indiana,19.6
2019,Alaska,22.6
2019,Indiana,32.0
2011,North Carolina,37.7
2019,New Mexico,34.7
2013,Virginia,33.3
2012,South Carolina,30.8
2013,South Dakota,29.9
2019,South Dakota,35.9
2019,Alaska,26.0
2019,New Hampshire,38.3
2019,Louisiana,40.9
2019,Connecticut,30.7
2019,Minnesota,24.4
2019,Alabama,36.0
2019,Massachusetts,28.7
2019,Kansas,36.6
2019,Alaska,24.3
2012,Wisconsin,26.9
2015,Vermont,31.2
2019,Arkansas,35.9
2019,Utah,26.5
2019,Tennessee,30.0
2019,Oklahoma,35.1
2012,South Dakota,27.8
2019,Michigan,35.0
2019,Delaware,26.0
2019,Washington,31.0
2019,Connecticut,35.3
2019,New York,29.4
2019,New Mexico,33.5
2019,Texas,36.7
2019,Louisiana,35.9
2015,Alabama,30.2
2013,District of Columbia,24.9
2019,West Virginia,37.6
2014,Idaho,28.7
2012,Virginia,27.4
2019,Michigan,34.8
2014,Tennessee,23.9
2013,Kansas,27.8
2019,Wisconsin,52.9
2013,Idaho,31.1
2011,Connecticut,27.0
2019,Tennessee,40.4
2019,South Dakota,43.9
2019,Colorado,27.8
2019,Utah,36.6
2012,Maryland,26.2
2015,Nebraska,31.4
2019,Pennsylvania,35.4
2014,Utah,25.7
2012,Nebraska,28.3
2012,Massachusetts,25.2
2012,New Hampshire,30.0
2015,Idaho,29.6
2013,New Mexico,35.5
2019,Maine,33.7
2019,District of Columbia,21.1
2019,Iowa,34.7
2019,Colorado,26.1
2019,Mississippi,45.9
2019,North Carolina,35.0
2013,Washington,27.2
2019,Michigan,30.4
2019,Florida,27.7
2011,Pennsylvania,30.0
2019,Arizona,28.1
2019,Tennessee,43.6
2019,Guam,31.3
2019,Texas,33.1
2011,Minnesota,23.0
2014,Washington,28.0
2015,Mississippi,35.0
2019,Hawaii,18.9
2019,District of Columbia,34.9
2015,Nebraska,32.0
2019,New York,30.7
2012,Hawaii,26.8
2019,Nevada,35.5
2019,Montana,29.4
2012,Illinois,28.3
2019,Mississippi,36.1
2019,Iowa,41.4
2019,Maryland,10.5
2011,Missouri,29.4
2019,Florida,28.2
2019,Delaware,35.8
2019,Idaho,29.1
2011,Florida,26.6
2019,Arkansas,32.4
2019,Nevada,31.9
2019,Missouri,34.8
2019,Texas,34.9
2019,Ohio,36.0
2019,Oregon,26.2
2019,Rhode Island,32.2
2019,Wyoming,32.6
2011,Oklahoma,32.7
2019,California,18.0
2019,Kentucky,36.1
2019,Alabama,40.6
2019,Connecticut,32.5
2014,West Virginia,46.0
2019,North Dakota,33.4
2015,Oklahoma,37.6
2019,New Hampshire,25.0
2012,Nevada,21.5
2019,Tennessee,33.8
2019,Louisiana,39.0
2011,Texas,28.3
2019,Missouri,22.9
2019,Illinois,29.6
2019,Puerto Rico,30.4
2014,Montana,36.8
2014,Minnesota,24.5
2019,New York,31.8
2019,Ohio,31.7
2013,New York,26.1
2019,Delaware,32.6
2019,Idaho,30.2
2019,Georgia,37.6
2012,Pennsylvania,22.9
2019,West Virginia,40.6
2019,Oregon,25.9
2019,Maryland,30.2
2011,Kentucky,21.2
2011,Utah,24.1
2019,Minnesota,30.1
2019,Iowa,39.1
2019,District of Columbia,40.4
2013,California,27.4
2019,Colorado,23.0
2019,New Mexico,35.4
2011,Pennsylvania,23.5
2019,Oregon,23.9
2012,Hawaii,17.3
2019,Montana,29.5
2019,New Hampshire,37.6
2013,Virginia,27.1
2019,Indiana,33.6
2019,West Virginia,42.6
2019,Massachusetts,28.9
2019,Iowa,32.6
2019,Nebraska,27.2
2019,Texas,29.8
2015,Washington,26.4
2019,Pennsylvania,30.6
2013,North Carolina,37.0
2019,Connecticut,35.5
2019,Alabama,32.6
2011,Alabama,34.8
2013,Montana,27.7
2019,Oklahoma,36.4
2015,Wyoming,30.1
2019,District of Columbia,27.6
2012,Oregon,35.4
2014,Pennsylvania,31.2
2012,Arizona,23.1
2019,West Virginia,48.4
2015,Missouri,33.4
2014,Pennsylvania,33.2
2019,Puerto Rico,21.2
2019,Texas,11.7
2013,Massachusetts,25.9
2019,Utah,28.9
2019,Colorado,27.0
2013,Illinois,28.0
2019,Kentucky,32.5
2015,Alabama,39.4
2019,Guam,46.2
2012,Mississippi,40.9
2013,Connecticut,29.6
2014,Indiana,19.9
2019,Wyoming,29.3
2019,Hawaii,24.9
2019,West Virginia,43.9
2013,Ohio,35.0
2019,Missouri,48.4
2019,Pennsylvania,32.4
2015,Wyoming,20.4
2011,Idaho,32.0
2013,Hawaii,16.1
2015,Colorado,22.5
2019,Alaska,37.3
2019,Wisconsin,38.7
2019,Wisconsin,38.9
2012,Indiana,36.9
2019,North Carolina,27.5
2019,Vermont,15.0
2019,Kansas,38.1
2013,South Carolina,33.9
2019,Guam,39.3
2012,Wisconsin,32.4
2014,Alaska,32.8
2012,Idaho,31.6
2019,Georgia,34.5
2015,Alaska,26.0
2015,Oregon,11.9
2014,Oklahoma,32.5
2019,North Dakota,33.1
2019,South Carolina,35.5
2014,Nevada,26.2
2019,Illinois,32.2
2014,Kansas,31.3
2019,Arkansas,41.4
2019,New Hampshire,36.8
2019,Maine,40.3
2014,Nevada,27.5
2019,Kentucky,41.8
2012,Utah,13.9
2011,South Dakota,34.9
2019,Washington,33.1
2015,Kansas,39.3
2019,Indiana,5.5
2014,Georgia,32.0
2019,California,23.3
2019,South Carolina,35.4
2019,Indiana,29.5
2019,Wisconsin,38.7
2019,Washington,30.8
2012,Alaska,20.1
2019,Florida,26.8
2019,Puerto Rico,26.5
2014,Minnesota,32.7
2019,Florida,33.6
2013,Michigan,27.8
2014,Kentucky,37.1
2019,Nebraska,34.2
2019,Georgia,40.1
2013,Connecticut,21.2
2019,Minnesota,26.8
2012,Iowa,39.4
2019,Nevada,29.6
2019,Arkansas,36.3
2019,Mississippi,44.9
2014,South Dakota,30.5
2019,California,26.2
2019,Rhode Island,28.8
2019,Nevada,33.2
2015,Michigan,35.7
2019,Minnesota,21.5
2011,Texas,34.4
2015,Arizona,27.1
2019,Utah,30.8
2012,Missouri,29.8
2019,Ohio,20.8
2019,Minnesota,31.1
2019,Maryland,34.6
2019,Nebraska,40.4
2019,Guam,34.3
2019,Nevada,38.8
2012,Washington,26.3
2019,Alabama,41.5
2012,Indiana,30.3
2019,Mississippi,42.8
2019,South Carolina,34.7
2015,Wyoming,30.9
2019,Hawaii,30.6
2019,Louisiana,32.6
2019,South Dakota,32.4
2015,Washington,24.3
2019,Vermont,7.1
2019,Connecticut,18.1
2019,Virginia,29.7
2019,Wyoming,23.9
2019,Kansas,34.0
2015,Utah,21.9
2015,Arkansas,36.2
2012,Ohio,33.5
2013,California,30.6
2015,Nevada,34.4
2013,Colorado,21.8
2019,Alabama,30.9
2019,Arizona,20.0
2012,Wyoming,25.6
2019,North Carolina,35.0
2011,Delaware,14.2
2014,Florida,24.4
2014,Delaware,35.5
2019,Texas,36.0
2012,New Mexico,20.4
2019,Rhode Island,40.4
2019,Colorado,27.5
2012,New Hampshire,27.3
2019,Michigan,33.9
2019,Montana,22.5
2019,Michigan,37.8
2019,Montana,31.1
2019,New Mexico,36.6
2015,Maine,30.0
2019,Maine,31.7
2019,California,24.3
2019,West Virginia,56.1
2011,Oregon,26.1
2019,Arizona,28.5
2019,West Virginia,32.8
2011,Maryland,26.1
2019,Missouri,37.7
2019,Idaho,32.3
2019,Massachusetts,32.7
2019,New York,31.0
2015,Iowa,32.2
2019,Oregon,26.3
2014,Oregon,8.5
2019,Oklahoma,41.8
2015,Nebraska,36.5
2019,Washington,32.8
2019,Washington,31.8
2019,Arizona,39.9
2019,Kansas,23.8
2019,Connecticut,25.0
2012,Oregon,27.3
2013,Oregon,25.0
2019,Kentucky,37.9
2019,Georgia,30.4
2019,Rhode Island,30.3
2015,Tennessee,19.2
2019,North Carolina,37.4
2019,Vermont,30.3
2019,Florida,33.2
2019,Georgia,33.1
2019,Maryland,41.0
2014,Montana,20.5
2012,Tennessee,37.0
2019,Oklahoma,35.0
2019,New York,34.4
2013,Maryland,30.9
2013,Iowa,32.4
2014,Nebraska,33.8
2019,Vermont,26.6
2019,Guam,32.5
2019,Massachusetts,25.4
2019,Missouri,39.6
2019,New Mexico,27.6
2012,Wyoming,24.3
2019,North Carolina,30.3
2019,Puerto Rico,33.5
2019,Kansas,32.9
2019,Georgia,21.5
2015,Arizona,33.4
2019,Puerto Rico,34.2
2019,California,28.6
2019,Maine,29.9
2019,New Mexico,32.9
2019,North Dakota,23.9
2019,Virginia,26.1
2012,Mississippi,27.5
2013,Oklahoma,32.9
2015,Vermont,20.2
2019,Virginia,35.2
2013,Georgia,25.2
2013,Delaware,31.7
2015,New Mexico,31.3
2019,Kentucky,39.4
2014,Nebraska,37.3
2011,Louisiana,25.1
2019,South Dakota,35.3
2019,Delaware,9.7
2013,Wisconsin,28.1
2019,North Dakota,31.9
2014,Michigan,28.4
2015,Washington,29.6
2019,Nevada,34.8
2014,Montana,30.3
2019,Minnesota,29.7
2012,District of Columbia,29.3
2019,Pennsylvania,31.9
2019,Louisiana,38.1
2014,Florida,26.6
2019,Colorado,18.7
2019,New Hampshire,35.6
2019,Michigan,39.6
2011,Georgia,21.3
2011,South Dakota,33.3
2014,Kansas,27.4
2019,Tennessee,38.7
2019,Alaska,36.1
2014,Colorado,18.8
2015,Arizona,23.6
2019,Alabama,36.1
2011,Arkansas,26.1
2019,Arkansas,31.6
2019,Wyoming,33.9
2014,Ohio,28.0
2019,Maryland,35.3
2019,Maine,33.4
2012,Kentucky,17.2
2013,North Carolina,25.7
2015,Virginia,33.9
2019,Mississippi,39.4
2019,Idaho,28.1
2019,Kentucky,32.6
2013,District of Columbia,31.3
2014,Kentucky,35.1
2012,Virginia,20.9
2013,Florida,14.1
2019,Nebraska,40.3
2019,Utah,29.3
2012,New Jersey,24.1
2019,Ohio,42.2
2019,Guam,31.7
2019,South Carolina,36.3
2019,Vermont,26.7
2019,Kansas,34.6
2012,Delaware,26.6
2013,Illinois,33.5
2012,Arizona,21.6
2011,California,15.3
2019,Alaska,40.6
2015,Vermont,13.0
2019,New York,21.6
2013,Maryland,25.5
2019,Idaho,26.6
2019,Kansas,31.2
2019,Massachusetts,26.1
2012,Utah,21.8
2019,Guam,32.6
2019,Maryland,31.0
2019,Mississippi,41.2
2011,Pennsylvania,31.6
2019,Missouri,34.2
2013,South Carolina,34.2
2012,Colorado,16.6
2019,Montana,27.5
2019,Arizona,14.4
2019,Delaware,34.2
2019,Nebraska,30.6
2019,Oklahoma,26.6
2019,Tennessee,41.6
2013,Hawaii,15.0
2013,Kansas,18.1
2019,Colorado,20.6
2015,California,26.6
2019,Alabama,41.7
2019,Indiana,38.6
2015,Alaska,31.0
2019,New Mexico,39.7
2019,California,25.7
2019,Massachusetts,12.1
2019,Missouri,35.9
2011,Iowa,32.7
2014,North Carolina,29.7
2019,Texas,30.9
2013,Alaska,24.5
2019,Pennsylvania,8.8
2014,New Hampshire,31.3
2019,Mississippi,37.8
2019,North Carolina,34.0
2014,Georgia,24.1
2019,Arizona,27.2
2012,Arkansas,33.7
2011,Hawaii,24.4
2011,Texas,23.5
2019,Oklahoma,31.2
2019,Alaska,30.5
2019,Rhode Island,37.3
2015,Indiana,38.1
2019,Puerto Rico,35.5
2019,Hawaii,27.4
2019,Washington,25.2
2011,New Mexico,27.8
2019,Utah,35.1
2019,Kansas,40.1
2019,Iowa,36.2
2015,Virginia,29.2
2013,West Virginia,36.4
2019,Indiana,35.3
2019,Arkansas,28.9
2013,District of Columbia,27.5
2019,Kentucky,40.5
2019,Delaware,34.3
2014,Oregon,25.3
2011,New Jersey,17.4
2011,Connecticut,24.7
2019,Vermont,28.1
2013,Tennessee,33.5
2012,Texas,34.7
2013,Colorado,24.9
2011,Iowa,33.2
2012,Ohio,35.2
2014,Arkansas,33.6
2015,New York,24.9
2015,Ohio,32.8
2013,Massachusetts,19.3
2019,South Carolina,31.6
2011,Colorado,24.2
2019,Utah,37.6
2019,Virginia,30.4
2012,Kansas,30.2
2015,Montana,23.2
2019,Minnesota,32.3
2019,Iowa,28.1
2013,Wisconsin,35.7
2012,South Dakota,25.1
2012,Connecticut,28.7
2019,Florida,21.8
2019,Arkansas,40.6
2019,Nevada,39.8
2014,Delaware,27.7
2011,Nebraska,32.8
2019,Michigan,24.0
2012,Kansas,31.4
2014,Indiana,32.7
2015,New Mexico,23.2
2012,Michigan,37.0
2015,Arizona,21.0
2012,Arkansas,27.1
2015,New Hampshire,30.9
2012,New Mexico,32.3
2019,Utah,28.8
2019,California,25.2
2013,Montana,26.1
2019,Louisiana,33.4
2012,Illinois,24.2
2019,Pennsylvania,27.7
2019,West Virginia,39.7
2011,Ohio,29.2
2019,Texas,34.1
2014,Indiana,42.1
2012,Delaware,35.5
2019,New York,31.2
2015,Oregon,35.0
2014,California,30.0
2019,District of Columbia,18.7
2011,New York,26.3
2014,Washington,25.4
2019,New Hampshire,28.7
2019,Puerto Rico,32.1
2019,Colorado,27.4
2019,Wyoming,36.1
2019,Maine,36.1
2019,New York,27.7
2015,Vermont,25.4
2019,Texas,28.7
2013,Oregon,30.4
2015,Colorado,20.2
2019,Idaho,30.6
2015,North Carolina,30.1
2015,Iowa,36.6
2019,Mississippi,50.1
2019,Virginia,36.3
2014,Idaho,27.7
2012,Michigan,37.8
2019,South Carolina,33.8
2015,District of Columbia,22.1
2019,Kentucky,37.2
2019,Nevada,24.0
2013,Ohio,37.4
2011,Oklahoma,24.0
2019,Louisiana,30.2
2019,Alaska,29.3
2019,South Dakota,31.7
2012,Ohio,25.5
2012,North Carolina,20.1
2019,Virginia,43.4
2012,Maine,14.4
2014,North Dakota,31.8
2019,Connecticut,34.3
2019,Oregon,28.4
2015,Wisconsin,28.2
2019,Illinois,36.2
2015,North Dakota,42.0
2019,New Hampshire,33.0
2012,Kentucky,27.1
2019,Ohio,30.8
2012,West Virginia,35.6
2012,Georgia,31.0
2019,Missouri,34.9
2015,Iowa,29.5
2013,Illinois,27.9
2019,Maryland,32.0
2019,Washington,35.5
2019,Utah,30.7
2019,Florida,35.0
2019,Iowa,17.7
2014,Iowa,30.9
2019,Florida,24.4
2015,Utah,29.4
2019,North Carolina,30.6
2015,Georgia,36.0
2015,Iowa,33.9
2019,Virginia,9.6
2019,Maine,31.7
2019,West Virginia,45.5
2019,Rhode Island,31.1
2019,Wyoming,37.2
2011,Rhode Island,26.5
2019,Ohio,35.7
2019,Mississippi,40.8
2019,Alabama,35.4
2019,Missouri,40.7
2019,North Dakota,37.4
2012,Indiana,32.1
2019,Iowa,30.0
2019,Oregon,29.0
2012,Delaware,32.0
2014,Massachusetts,26.4
2019,Pennsylvania,28.5
2012,Tennessee,30.4
2015,California,29.5
2019,Illinois,15.4
2014,Washington,25.6
2014,Alabama,39.9
2011,Arkansas,32.9
2013,Georgia,37.1
2019,Illinois,34.9
2015,Washington,23.0
2013,Tennessee,33.2
2013,Nevada,27.7
2013,Delaware,30.8
2019,Oregon,29.0
2019,Colorado,33.5
2014,Georgia,39.7
2019,Alaska,38.6
2019,Tennessee,35.1
2019,Wisconsin,36.5
2012,Florida,20.9
2019,Hawaii,22.4
2013,Massachusetts,23.8
2019,Idaho,33.6
2019,Ohio,33.9
2019,Hawaii,15.4
2014,South Carolina,26.7
2015,Colorado,17.5
2019,Montana,33.8
2019,Arizona,32.1
2019,Massachusetts,19.6
2014,New Jersey,8.4
2012,Connecticut,29.2
2013,Kansas,25.1
2019,Alaska,29.3
2015,Missouri,32.0
2019,Vermont,27.6
2011,Kentucky,25.9
2015,South Carolina,31.0
2019,Wisconsin,30.1
2019,South Carolina,30.4
2012,California,25.0
2011,Massachusetts,29.4
2014,Tennessee,30.9
2015,Idaho,15.5
2014,Utah,30.5
2015,Missouri,32.4
2019,Arkansas,26.3
2019,Indiana,34.9
2014,Florida,28.1
2011,Washington,42.1
2019,Indiana,31.5
2019,Oregon,34.9
2019,Wisconsin,32.9
2015,Washington,31.4
2014,Utah,25.8
2012,Arizona,30.4
2015,Colorado,22.5
2019,Indiana,35.7
2013,Illinois,23.2
2019,Minnesota,30.1
2015,California,25.3
2019,Connecticut,33.1
2019,California,24.0
2019,Wisconsin,30.6
2014,Montana,25.5
2013,Oklahoma,28.3
2019,Tennessee,33.3
2011,Maryland,36.8
2019,Puerto Rico,32.5
2019,Kansas,45.7
2019,Wisconsin,36.2
2019,Washington,42.5
2014,Delaware,27.5
2013,Alaska,30.3
2019,North Carolina,22.9
2011,Colorado,25.7
2019,Georgia,38.4
2019,Louisiana,34.9
2014,South Carolina,30.2
2014,Michigan,36.8
2019,North Carolina,37.4
2015,New Mexico,28.8
2011,Florida,22.3
2019,Nebraska,35.4
2013,Mississippi,38.9
2011,Georgia,34.1
2012,Oklahoma,4.4
2015,Virginia,25.1
2019,Delaware,36.8
2011,District of Columbia,22.1
2014,Kentucky,28.1
2015,Missouri,21.4
2019,Illinois,31.0
2019,Michigan,43.1
2019,Washington,19.9
2019,New Hampshire,37.8
2019,Minnesota,33.8
2013,Hawaii,24.2
2019,Florida,30.3
2011,Louisiana,41.0
2019,Maryland,30.0
2019,Maine,34.2
2011,New Mexico,27.0
2011,District of Columbia,20.3
2019,North Dakota,31.1
2014,Oklahoma,35.5
2015,Oregon,29.9
2019,Michigan,32.3
2019,South Dakota,37.5
2019,Hawaii,29.5
2019,Vermont,24.4
2012,Alabama,29.0
2012,Louisiana,38.6
2011,South Dakota,29.7
2012,Rhode Island,23.8
2014,Texas,33.1
2014,Wyoming,31.9
2012,Utah,26.3
2015,Pennsylvania,34.4
2014,North Dakota,34.7
2015,Ohio,29.7
2012,Missouri,28.1
2012,Delaware,9.9
2014,New Mexico,40.3
2013,New Hampshire,27.8
2012,Wyoming,24.6
2012,Alaska,27.3
2014,Florida,12.8
2014,Idaho,18.9
2014,Nebraska,36.3
2011,Colorado,19.3
2015,Montana,19.8
2012,Ohio,25.4
2015,North Carolina,20.1
2011,Iowa,14.4
2013,Kentucky,40.9
2013,Nevada,29.4
2014,Wyoming,25.4
2015,Idaho,31.9
2012,Florida,23.5
2015,New York,28.6
2012,Washington,32.5
2014,Nevada,27.9
2014,Mississippi,32.9
2015,Nevada,30.0
2014,Kansas,25.7
2014,Arizona,28.9
2011,Wisconsin,23.7
2014,Iowa,32.0
2014,Minnesota,34.8
2013,Maryland,21.7
2014,Vermont,25.5
2012,Illinois,28.6
2014,Hawaii,13.8
2015,Nebraska,30.5
2011,Maryland,32.0
2012,Montana,30.3
2012,Alabama,24.1
2014,Maine,29.9
2013,New Mexico,18.3
2013,Alaska,29.8
2015,Nevada,25.5
2014,Hawaii,51.9
2012,Nebraska,25.5
2013,New Mexico,27.1
2011,Wisconsin,26.9
2012,Georgia,8.5
2015,Massachusetts,30.1
2011,Nevada,28.0
2015,Colorado,11.2
2012,Georgia,27.7
2013,Kansas,34.5
2015,New Hampshire,20.9
2014,Arkansas,39.3
2015,Delaware,29.6
2015,Iowa,38.0
2011,Vermont,15.6
2012,Ohio,32.6
2015,Massachusetts,7.7
2013,Illinois,33.0
2011,South Dakota,29.9
2014,Idaho,25.8
2014,Alabama,32.9
2013,Utah,24.7
2011,Maine,31.4
2013,North Carolina,22.7
2011,Arkansas,37.2
2012,Michigan,35.5
2014,District of Columbia,23.7
2013,Connecticut,15.5
2013,Missouri,32.0
2014,New Mexico,29.5
2013,Pennsylvania,27.8
2015,Mississippi,35.2
2013,Michigan,34.1
2015,Pennsylvania,33.8
2012,California,12.2
2013,South Dakota,32.6
2011,Ohio,16.1
2012,Delaware,26.0
2014,Montana,27.2
2014,Massachusetts,25.0
2014,Nebraska,24.4
2012,Idaho,32.7
2015,Oklahoma,36.4
2014,Georgia,33.3
2011,Oregon,31.8
2011,Colorado,20.3
2013,New Mexico,36.3
2011,New Jersey,28.9
2012,Vermont,27.7
2013,New Hampshire,22.3
2013,New Hampshire,21.9
2011,Vermont,20.0
2013,Texas,27.6
2013,Missouri,26.0
2014,Michigan,33.3
2012,Maine,37.6
2011,Delaware,2.1
2013,Hawaii,23.4
2014,Ohio,26.5
2011,Maine,30.0
2011,Tennessee,29.4
2014,Washington,26.4
2015,Kansas,30.5
2012,New Hampshire,30.6
2015,California,10.1
2013,Maryland,32.6
2015,Arkansas,29.2
2012,Michigan,35.5
2015,Texas,30.0
2011,Missouri,33.8
2014,Nebraska,33.5
2011,Wyoming,24.5
2013,Hawaii,21.8
2015,Virginia,40.4
2015,New Mexico,29.8
2012,South Dakota,35.9
2014,Ohio,41.9
2011,Indiana,27.5
2012,New York,18.0
2013,Virginia,39.4
2013,Alabama,37.1
2011,Wisconsin,35.6
2014,Pennsylvania,38.6
2015,Tennessee,38.6
2015,North Carolina,37.3
2011,Wisconsin,26.8
2013,Maine,29.0
2013,North Dakota,36.6
2014,Delaware,30.7
2014,North Dakota,29.8
2011,Montana,15.7
2011,Massachusetts,25.4
2013,Arizona,21.7
2012,Oregon,27.3
2014,Virginia,30.4
2015,Kansas,22.1
2011,Michigan,29.5
2013,Massachusetts,31.6
2015,California,24.3
2013,Oklahoma,32.0
2013,Texas,22.9
2014,Hawaii,32.3
2011,Michigan,29.7
2012,New Jersey,27.6
2014,Michigan,30.7
2013,Alaska,29.6
2012,Tennessee,31.7
2013,Kansas,34.1
2014,Florida,23.2
2011,Virginia,30.3
2013,Michigan,33.7
2011,New York,26.8
2013,Oregon,26.2
2014,Nebraska,35.5
2011,South Carolina,25.2
2012,California,28.7
2014,South Dakota,31.4
2014,Maine,35.4
2014,South Carolina,33.1
2015,Massachusetts,30.0
2014,Idaho,32.0
2011,Iowa,25.0
2013,Louisiana,33.1
2013,Maryland,28.8
2013,New Mexico,31.7
2015,Texas,31.7
2011,California,23.2
2015,Nevada,35.0
2012,Arkansas,43.4
2013,South Dakota,31.7
2015,Pennsylvania,37.3
2012,South Carolina,27.8
2015,Alaska,30.5
2014,Utah,22.4
2011,Idaho,33.0
2014,Georgia,37.8
2013,Ohio,36.0
2011,Vermont,23.8
2014,Arizona,29.1
2015,California,26.6
2015,Kentucky,31.2
2012,South Dakota,33.9
2014,Virginia,30.5
2013,Colorado,28.2
2011,North Carolina,28.3
2011,Arkansas,27.8
2014,Iowa,26.4
2013,Vermont,24.6
2011,Arkansas,31.7
2011,North Carolina,19.1
2012,Vermont,24.5
2015,Tennessee,41.1
2014,Maryland,31.2
2013,Alabama,35.8
2014,Washington,33.5
2013,Florida,34.2
2011,Kentucky,22.2
2011,Iowa,32.1
2015,Alaska,30.8
2015,Arkansas,29.8
2015,Illinois,30.1
2015,Wyoming,30.1
2012,Hawaii,27.3
2015,Tennessee,34.5
2012,Florida,30.6
2014,Ohio,34.2
2014,New York,27.0
2015,North Carolina,34.8
2011,Ohio,30.5
2013,Hawaii,21.9
2013,Illinois,28.3
2015,West Virginia,41.0
2011,Illinois,25.2
2013,Washington,28.9
2013,Michigan,36.6
2013,Ohio,30.8
2011,Indiana,26.6
2012,New Hampshire,28.4
2014,Tennessee,28.8
2013,Wyoming,29.9
2011,Maine,27.8
2012,Virginia,32.5
2015,Arizona,35.9
2015,Maine,31.8
2014,Missouri,33.1
2012,South Carolina,26.5
2011,Tennessee,31.0
2012,Colorado,9.2
2013,Nebraska,29.9
2011,North Carolina,33.3
2015,Massachusetts,27.4
2011,Massachusetts,30.9
2013,Nevada,26.1
2015,South Carolina,38.0
2014,Massachusetts,24.9
2014,New Mexico,29.9
2013,Idaho,31.2
2014,Arkansas,34.6
2011,Kansas,30.6
2015,Connecticut,25.5
2015,Illinois,9.6
2011,South Carolina,32.9
2013,Alabama,30.4
2013,California,25.1
2012,Illinois,27.2
2011,New Mexico,29.6
2015,Nebraska,34.1
2011,Tennessee,26.3
2011,Idaho,29.0
2015,Georgia,30.7
2011,District of Columbia,20.8
2015,Pennsylvania,32.3
2013,Utah,28.1
2015,Virginia,34.0
2013,Michigan,31.1
2012,Maine,20.7
2011,Alaska,22.1
2015,Mississippi,27.0
2012,California,17.6
2013,Washington,24.5
2012,Maine,26.6
2012,Arizona,31.6
2012,Ohio,30.5
2013,New York,11.1
2013,Vermont,23.8
2011,Alabama,38.0
2013,Wyoming,27.5
2015,Alaska,39.1
2013,Oregon,31.4
2013,Indiana,25.4
2011,Wisconsin,32.9
2013,Texas,34.0
2014,Iowa,35.2
2014,Mississippi,32.4
2011,Nevada,8.0
2011,Missouri,26.2
2014,New Hampshire,23.5
2012,Connecticut,27.9
2012,Ohio,31.1
2013,New York,8.4
2014,Massachusetts,30.2
2015,Florida,28.7
2012,Nevada,27.3
2014,Virginia,30.9
2015,Kentucky,30.5
2012,Kansas,33.2
2013,Connecticut,23.3
2012,Oklahoma,33.1
2013,Iowa,18.1
2011,Minnesota,14.7
2013,Maryland,32.4
2011,Tennessee,29.7
2014,North Dakota,29.5
2012,Minnesota,28.2
2013,Kansas,9.1
2013,New Mexico,30.9
2015,North Carolina,30.0
2014,Georgia,28.6
2013,Virginia,22.7
2012,Minnesota,30.6
2012,Iowa,29.6
2015,Texas,25.4
2011,Oklahoma,32.9
2012,Michigan,29.6
2012,Louisiana,40.4
2015,Wisconsin,36.4
2015,Missouri,34.5
2012,West Virginia,39.6
2014,Pennsylvania,29.3
2013,Minnesota,27.3
2012,Virginia,34.3
2013,District of Columbia,23.8
2014,Kentucky,35.2
2012,Louisiana,39.6
2012,Nevada,29.9
2011,Utah,26.5
2011,New Mexico,22.0
2011,Arizona,25.8
2015,Idaho,29.8
2011,New York,9.9
2015,Nebraska,36.5
2014,Minnesota,29.3
2014,Alabama,35.4
2011,Idaho,28.6
2015,Wisconsin,33.0
2012,Mississippi,39.8
2015,Alabama,36.4
2012,District of Columbia,23.3
2011,Nebraska,35.1
2015,Virginia,25.3
2014,Arkansas,36.7
2011,North Carolina,30.0
2015,Arizona,8.5
2012,Arkansas,41.9
2015,Minnesota,31.1
2012,Texas,24.3
2013,Nevada,28.3
2015,Oklahoma,33.6
2011,Delaware,32.3
2012,Massachusetts,22.6
2011,Alabama,35.5
2014,Missouri,34.2
2012,Nevada,31.2
2013,Alaska,28.1
2012,Nevada,25.8
2012,Minnesota,11.7
2015,Nebraska,32.9
2014,Indiana,32.0
2012,Texas,29.2
2013,Nebraska,12.9
2012,District of Columbia,31.0
2015,Florida,30.3
2011,Louisiana,36.3
2013,Idaho,27.6
2012,Arkansas,34.5
2013,Pennsylvania,36.7
2013,Idaho,32.1
2014,Connecticut,34.0
2012,California,16.0
2015,New Mexico,31.0
2015,Kansas,38.4
2011,North Dakota,27.8
2012,Arkansas,37.9
2011,Nebraska,25.1
2013,Illinois,32.1
2012,Kansas,35.9
2011,New Mexico,31.1
2011,Mississippi,37.6
2014,Alabama,22.9
2014,California,32.7
2014,Missouri,29.9
2014,Washington,31.0
2013,Colorado,15.8
2014,Wyoming,28.8
2013,South Dakota,34.6
2014,South Dakota,26.7
2013,Kansas,28.9
2015,New Jersey,25.1
2012,Nevada,26.5
2012,Maryland,8.6
2012,Michigan,31.5
2012,New Mexico,30.0
2013,Washington,26.6
2013,Washington,32.5
2011,Hawaii,15.2
2012,Alabama,40.8
2014,Louisiana,33.7
2012,Montana,22.9
2011,New Jersey,27.3
2015,Hawaii,24.7
